english,uzbek,part_of_speech,cefr,cefr_source,source_name,source_license,source_ref
a,amper,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i108363
peck,sol|omma|tog'|parom|to'da|g'aram|qarash|yalpiz,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i109294
peck,cho'qish|saylamoq|tanlamoq|aybsitmoq|saralamoq|gina qilmoq|tanlab olmoq|asossiz ayblamoq|tumshug'i bilan urish|yaxshi-yomonni ajratmoq|tirnoq ostidan kir izlamoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i25865|i27485|i27486|i27850|i28886
peck at,cho'qish|tumshug'i bilan urish,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i27485
pecker,ukol|dastgoh|tumshuq|tumshLiq|ish asbobi|qizilishton|dori yuborish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i44571|i44998|i65966
peckerwood,qizilishton,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i44998
peckish,injiq|shaloq|tantiq|jizzaki|mijg'ov|vaysaqi|jahli tez|qi-ziqqan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i6219
pectus,sandiq|ko'krak qafasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66097
peculate,o'zlashtirmoq|sarflab yubormoq|begonalaming pulini o'ziniki qilib olmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i33195
peculation,sarf qilish|g'azna o'g'risi|davlat boyligini ta-lovchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i39489
peculiar,qiziq|ajoyib|g'alati|taajjub|juft emas|g'alatiroq|qiziquvchan|tentaksimon,adjective,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i5301
peculiarity,soha|fazilat|ixlisos|qiziqlik|g'alatilik|sinchkovlik|g'alati narsa|qiziquvchanlik|o'ziga xos xususiyat,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i52628|i62050
peculiarly,qiziq|asosan|maxsus|alohida|ayniqsa|g'alati|xususan|xusu-san|ixtisoslashtirib|birinchi navbatda|kishini ajablantiradigan bir tarzda,adverb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i18349|i18654|i19856
pedagog,muallim|pedagog|o'qituvchi|tarbiyachi|tarbiyalovchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i89692
pedagogics,pedagogika,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66668
pedagogue,muallim|pedagog|o'qituvchi|tarbiyachi|tarbiyalovchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i89692
pedagogy,ta'lim|ma'lumot|o'qitish|pedagogika,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i40040|i66668
pedant,sinchkov|kitobsevar|kitob shinavandasi|nodir kitoblar shaydosi|o'taketgan rasmi-yatchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i91928
pedantic,sinchkov|o'taketgan rasmiyatchi,adjective,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11417
pedantry,sinchkovlik|o'taketgan rasmiyatchilik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i72708
peddle,sotmoq|bozorga solmoq|uyma-uy eltib berib savdo qilmoq|ko'chama-ko'cha tashib yurib sotmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i33246
peddler,tashuvchi|ko'tarmachi|tarqatuvchi|yetkazibberuv-chi|ko'tarib yurib sotuvchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i91929
pederasty,bolavozlik|besoqolvozlik|bach-chavozlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i39907
pedestal,asos|chaspak|tagkursi|haykal o'matilgan supa,noun,C2,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i112847|i50499|i57083
pedestrian,oddiy|nasriy|kundalik|nasr bilan yozil-gan|kunda bo'lib turadigan,adjective,C2,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i7334
pedestrian,piyoda|so'zi futbol|piyoda yuruvchi|piyoda yuradigan odam,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i91931
pediatrician,pediatr|bolalar shifokori|pediatriya mutaxassisi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88386
pediatrist,pediatr|bolalar shifokori|pediatriya mutaxassisi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i88386
pedigree,toza|zotli|nasldor,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10437
pedigree,qon|yo'l|ajdod|avlod|chiziq|qiyalik|shajara|nasabnoma,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62857|i79780|i79781
pedigreed,toza|zotli|nasldor,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i10437
pedlar,tashuvchi|ko'tarmachi|tarqatuvchi|yetkazibberuv-chi|ko'tarib yurib sotuvchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i91929
pee,suv|peshob|siydik,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i115125
peek,chiyillash|chirqillash|chiyillagan ovoz,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i40009
peek,qaramoq|chaqnamoq|yaltiramoq|nazar solmoq|ko'z tashlamoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i32579
peel,teri|po'st|po'choq,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i77703
peel,kesmoq|yechinlirmoq|yechintirmoq|yechib qo'ymoq|kiyimini yechmoq|bir qavatini kesib olib tashlamoq,verb,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i22021|i27964
peel off,shilinmoq|ar-chilmoq|po'st tashlamoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i21814
peeling,qobiq|po'choq,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i97737
peep,chiyillash|chirqillash|chiyillagan ovoz,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i40009|i75471
peeper,erotik kinolarni ko'rish orqali lazzatlanadigan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i93987
peephole,tirqish|kichkina teshikcha,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57091
peeping tom,erotik kinolarni ko'rish orqali lazzatlanadigan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i93987
peer,gugurt,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i87236
peer,tikilmoq|tikilib qaramoq|sinchiklab qaramoq,verb,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i32600
peerage,baronlik|aslzodalar|oqsuyaklar|zodagonlar|baron unvoni,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i81192
peerless,ajoyib|bemisl|beqiyos|tengsiz|eng yaxshi|misli yo'q|eng birinchi|eng mukammal,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i2845
peeved,g'azablangan|achchiqlangan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i9919
peevish,injiq|shaloq|tantiq|jizzaki|mijg'ov|vaysaqi|jahli tez|qi-ziqqan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i6219
peevishness,xulq|fe'l-atvor|achchiqlanishlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i61468|i76452
peewee,mayda qisqichbaqa,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i92664
peg,oyoq|qoziqcha|eshkak qulog'i|kichkina qoziq,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57093|i57094|i57095|i57096|i66140|i74899
peg,mixlamoq|mix qoqmoq,verb,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i34332
peg down,kamaymoq|kamaytirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i25280
pegleg,oyoq|qoziqcha|kichkina qoziq,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57096
peignoir,jild|o'rov|muqova|ayollar xalati,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i56557
pelecypod,ikki tabaqali moluska,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i45620
pelf,non|qand|karam|salat|xamir|karam sho'rva|tirnalgan joy|chig'anoqdan bo'lgan marjon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i107060
pelican,borqozon|saqoqush,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i46177
pellet,shar|guvala|zuvala|yumaloqlangan narsa,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i109993|i58852
pellucid,liniq|tiniq|shaffof,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i2428|i2437
pellucidity,aniqlik|ravshanlik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62329
pelmet,me'nioi|to'r hoshiya,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i52381
pelt,teri|po'st,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i45286
pelt,quymoq|oqizmoq|to'kmoq|toshmoq|ag'dar-moq|bombardimon qilmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i29262|i35471
pelt along,tezlatmoq|shoshilmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i32041
pelter,toshqin,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i98039
pelvic arch,son|tos suyagi|dumg'aza suyagi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66322
pelvic girdle,son|tos suyagi|dumg'aza suyagi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66322
pelvis,son|tos suyagi|dumg'aza suyagi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i66321|i66322
pen,ruchka,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i45121|i57103|i57104|i57128|i57442
pen,tuzmoq,verb,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i30237
penalisation,jazo|jarima|tanbeh,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i41479
penalise,jazolamoq|jazo bermoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i34216
penalization,jazo|jarima|tanbeh,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i41479
penalize,jazolamoq|jazo bermoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i34216
penalty,jazo|jarima|tanbeh,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i106572|i41479|i64114|i64122
penance,kafolat|achinish|o'kinish|afsuslanish|pushaymon bo'lish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i40846|i41507|i76360
penchant,mayl|havas|ishtiyoq|moyillik|qiziqish|ishqibozlik|afzal ko'rish|ortiq deb bilish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i76146
pencil,qalam,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i109777|i114792|i57109|i57110
pendant,tobe|qaram,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13026
pendant,qandil|katta shamdon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i51768
pendent,tobe|qaram,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13026
pendent,qandil|katta shamdon,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i51768
pending,navbatdagi|oldinda turgan|yechilishi lozim bo'lgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i5500
pendulum,tebrangich,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57115
penetrate,kirmoq|teshmoq|to'ydirmoq|to'yg'izmoq|ichiga kirmoq|ichiga o'tmoq|kirib o'tib ketmoq,verb,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i24722|i25344|i27762|i27769|i28840|i31703|i33905
penetrating,o'tkir|kesuvchi|kesadigan|qirquvchi|qirqadigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i9577
penetration,hujum|bosqin|lajovuz|zakovat|leshib o'tish|bostirib kelish|ichiga kirib olish|kirib o'tib ketish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i35675|i39851|i40507|i63974|i64304|i66919
penetrative,o'tkir|kesuvchi|kesadigan|qirquvchi|qirqadigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i9577
penguin,pingvin,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i46202
penicillin,penitsilin,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57120
peninsula,yarimorol,noun,C1,Octanove C1/C2,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i85958
penis,a'zo|erkaklar jinsiy a'zosi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i65965
penitence,kafolat|achinish|o'kinish|afsuslanish|pushaymon bo'lish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i76360
penitent,achingan|o'kingan|afsuslangan|nadomat chekkan|pushaymon bo'lgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i9572
penitentiary,ruchka,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57128
penknife,qalamtarosh,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57129
penmanship,chiroyli yozuv,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i70137
pennant,vimpel,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57131
penniless,xasis|ziqna|pulsiz|qurumsoq|juda mahtoj|naqd pul to'lanmay qilinadigan,adjective,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11086
penning,mualliflik|musiqali yoki ada-biy asar,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i40296
pennon,vimpel|tishli g'ildirak,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i46778|i57131
penny,sent|penni|santim,noun,B1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i107091|i108753
penny-pinching,oriq|qotma|yopiq|ozg'in,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i6110
penny-pinching,ayash|rejalilik|foydalilik|tejamlilik|barakalilik|tejamkorlik|lejab-tergash,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i62703
pennywhistle,hushtak|hushtak ovozi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57134
pension,nafaqa,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i107055
pensionary,nafaqaxo'r|nafaqa oluvchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i91945
pensioner,nafaqaxo'r|nafaqa oluvchi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i91945
pensive,ma'yus|g'amgin|o'ychan|qayg'uli|xayolchan|aks ettiruvchi|soyasini ko'rsatuvchi|xayolotga be-riluvchi|o'z fikr-xayoliga cho'madigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13393|i7428
pent,bandi|mahbus,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i3119
pent-up,chidam|tiyilgan|o'zini tutgan|ichga yutilgan|bardosh berilgan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i7172
pentad,kvinta|suzgichi|besh predmetning to'plami,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i109103
pentagon,beshburchak,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i109882
pentathlon,sport|beshkurash|beshlik musobaqa,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i75904
penthouse,ayvon|chodir|shiypon|soyabon|bostirma,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i57138
penurious,xasis|ziqna|pulsiz|qurumsoq|tejamkor|juda mahtoj|ayab sari'qiladigan|naqd pul to'lanmay qilinadigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i11086|i6114
penury,ehtiyoj|faqirlik|muhiojlik|qashshoqlik|kambag'allik|qaslishoqlik|kam-bag'allik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i113169
peon,yerkov|yer qazuvchi|og'ir ishni bajaradigan kishi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i89633
peony,piongul|sallagul,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i98923
people,ko'p|omma|odamlar|juda ko'p|ko'pchilik,noun,A1,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i79059|i79202|i80034|i80128
pep,zanjabil|ruh tetikligi|ruhi tetiklik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i61432
pep pill,ustki|yuqori|tepadagi|yuqoridagi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i49975
pep up,ko'n-dirmoq|jonlantirmoq|ilhomlantirmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i25923
pepper,qalampir|butun garmdori,noun,A2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i104563
peppermint,yalpiz|qalampirmunchoq,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i101860|i104354|i76782
peppermint candy,yalpiz|qalampirmunchoq,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i76782
peppermint gum,yalpiz|qalampirmunchoq,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i101860
peppery,o'tkir|achchiq,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i13268
peppiness,zanjabil|ruh tetikligi|ruhi tetiklik,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i61432
peppy,dadil|jonli|tetik|tirik|chaqqon|g'ayratli|mardonavor|serharakat,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i4438
pepsin,pepsin,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i115856
per centum,foiz|foiz hisobidagi miqdor,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i109515
peradventure,yoki|balki|mumkin|ehtimol|tasodifan|tasodifiy ravishda,adverb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i20231
perambulate,tenliramoq|darbadar kezmoq|sargardon bo'lmoq,verb,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i31269|i32581
perambulation,sayr|tomosha|sayr qilish|aylanib kelish|aylanib ke-lisht,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i36886
perambulator,fayton|yengil arava|bolalar aravachasi,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i50315
perceivable,aniq|ravshan|tushunarli|tushuniladigan|tushunib bo'ladigan,adjective,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i2983
perceiver,guvoh|kuzatuvchi|tomoshabin,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i87237
percent,foiz|foiz hisobidagi miqdor,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i109515
percentage,foiz|qism|boiim|ulush|bo'lak|foiz hisobidagi miqdor,noun,B2,CEFR-J 1.5,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i106484|i109515
percept,sezgi|sezish|idrok qilish,noun,,,UzWordNet 1.1 + Open English WordNet 2025,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0,i67995
