english,uzbek,cefr,source_name,source_license,part_of_speech,source_ref
a,amper,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i108363
national,milliy|millatga|millatlarga oid|body tananing ichki qismi,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10222|i17061|i17062|i17063|i5687|i6078|i8607
nationalist,millatchilikka oid,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i8608
nationalist,vatanparvar,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i91904
nationality,millat|milliylik|biror millatga mansublik,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110266|i79095
nationwide,millatchilik ruhida,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i20932
native,tub joylik,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i5681
native,shu yerli|falon joylik|mahalliy kishi|tub joyli kishi|falon joyda tug'ilgan kishi,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i35565|i87217|i87218
natural,tabial|tabiiy|ixtiyorsiz|beixtiyoriy|tabiatga oid|anglamay qilingan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10687|i12633|i391|i7283|i7672|i8616|i8620|i8636|i8651|i8729
natural,o'chirish,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i72571
naughty,ko'k|moviy|sersuv|shirali|zangori|qushlarni ko'paytiradigan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i11674
naval,flot|flotga oid,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i15629
navigate,suzmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i30942|i31381|i31386
navigation,uchuvchilik san'ati,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i39693
navy,harbiy-dengiz fioli,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i63103|i80195
navy blue,harbiy-dengiz fioli,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i63103
near,oriq|qotma|yaqin|yopiq|ozg'in|qadrdon|sevikli|yaqindagi|dildan sevgan|yaqin joydagi|yurakdan organ,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i2502|i2545|i6110
near,yaqin|qariyb|deyarli|atrofida|taxminan|har yerda|tevaragida|hamma yerda,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18578
nearly,yaqin|qariyb|deyarli|shaxsan|atrofida|taxminan|yaqindan|har yerda|sinchiklab|tevaragida|hamma yerda|diqqal bilan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18578|i19228
neat,toza|zebo|ozoda|o'tkir|pokiza|shinam|ko'rkam|to'g'ri|kelishgan|qaqshatqich|yakson qiladigan|birinchi darajali,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i327|i4187|i6164
necessarily,albatta|ilojsiz|so'zsiz|muqarrar|turgan gap|zarurat yuzasidan|zaruriyatga qarab,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18852|i20938|i20939
necessary,kerak|zarur|darkor|kerakli|zaruriy|zarur bo'lgan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i1905|i8662
necessary,talab|ehtiyoj|zarurat|talabnoma|zaruriy sha-roit,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i85851
necessity,talab|ehtiyoj|zarurat|talabnoma|zaruriy sha-roit,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112947|i85851
neck,quchmoq|quchoqlamoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i28862
necklace,shoda|marjon,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i56542
nectar,obihayot|hayot suvi|mif yunon afsonalarida ilohlar taomi,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i115072|i76812|i78939
need,vaj|bois|orzu|istak|sabab|talab|bahona|xohish|ehtiyoj|zarurat|faqirlik|muhiojlik|qashshoqlik|kambag'allik|qaslishoqlik|kam-bag'allik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112940|i113169|i35576|i85854
need,o'ramoq|o'rab olmoq|talab qilmoq|o'rab qo'ymoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i27561|i34813
needle,igna|nina,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i105794|i56548|i56549|i57204
needle,ruhlantirmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i25893
needless,noo'rin|bemavrid|foydasiz|keraksiz|o'rinsiz|ortiqcha,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i8669
needy,faqir|muhtoj|nochor|no-chor|qashshoq|kambag'al|bechorahol,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i11085|i3945
negative,shikastlaydigan|zarar yetkazadigan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i3264
negative,lonmoq|bosh tortmoq|yuz o'girmoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i34086
neglect,befarq-lik|beparvolik|sovuqqonlik|e'tiborsizlik|ishlatilmaslik|pala-partishlik|qo'llanilmaslik|iste'moldan qolganlik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112799|i37605|i39320|i61584|i66899
neglect,o'tkazmoq|mensi-maslik|qo'ldan chiqarmoq|tushiribqoldirmoq|baland ko'tarilmoq|e'tiborsiz qoldirmoq|muvaffaqiyatsizlikka uchramoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24831|i24839|i34350
neglectful,beg'am|beparvo|sovuqqon|tashlandiq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i4176|i4179
negligible,arzimagan|ahamiyatsiz|maydachuyda,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i13882
negotiate,kelishmoq|muzokara olib bormoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i25503|i31996
negotiation,dialog|suhbat|muhokama|muzokara|so'zlashuv|maslahatlashish|o'ylashib ko'rish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i42046|i74228
neophyte,yosh|sport|kiruvchi|endigina kirishgan|endigina boshlangan|start beruvchi kishi|biror sohada yangi odam,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i88869|i91599|i98306
nerve,asab|nerv|yonoq|bashara|tabiati|sariq mis|insonning xarakteri,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i62416|i62514|i65719
nervous,bo'sh|asabiy|kuchsiz|noqulay|vahimali|dahshatli|o'ng'aysiz|qo'rqinchli|o'zgaruvchan|asabiylashgan|achchig'i kelgan|o'zgarib turadigan|tashvishga tushgan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i13324|i13615|i16532|i5032|i5036
ness,burun|irg'ish|sakrash,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i85153
net,sof|oxirgi|so'nggi|hal qiluvchi,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i8657|i8672
net,naf|to'r|foyda|kirim|maosh|setka|daromad|mablag'|ishlab topilgan pul,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i106325|i56568
network,to'r|setka,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i56568
neutral,gram|xolis|beparvo|betaraf|rangsiz|shaxssiz|shaxsi nomadum|shaxsi topilmas,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10584|i1992|i2175|i2313|i4053|i8840|i9993
never,aslo|hech|hech vaqt|hech qachon,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18262
new,yangi|mislsiz|tengsiz|tengi yo'q|yangi chiqqan|endigina uzilgan|misli ko'rilmagan,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i682|i9239
new,boya|hali|yaqinda|kechagina|yaqindagina,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18853
newcomer,sport|kiruvchi|start beruvchi kishi|biror sohada yangi odam,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i91599
newly,boya|hali|yaqinda|kechagina|yaqindagina,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18853
news,so'z|kalima|donolik|lj aqllilik,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i71384
newscaster,diktor,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i91605
newspaper,gazeta|qog'oz|ro'znoma,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i115762|i56582|i69441|i79577
next,tutash|keyingi|qo'shni|yondosh|yonma-yon|navbatdagi,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i2516|i677|i7058
nice,odobli|tartibli|tarbiyali|xushmuomala|ko'ngil aynishga duchor bo'lgan,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10917|i3568|i5390
nicely,durust|yaxshi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i19421
niche,kovak|burchak|tanaffus,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i109828|i110118|i110128|i58008
nickname,laqab,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i69780|i69781
nickname,kesmoq|kesib tashlamoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i26718
niece,jiyan,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i91615
nigh,yaqin|yopiq|yaqindagi|yaqin joydagi,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i2502
nigh,yaqin|qariyb|deyarli|atrofida|taxminan|har yerda|tevaragida|hamma yerda,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adverb,i18578
nightclub,kabare,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i51333
nine,to'qqiz,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109107|i56605|i79678
ninety,to'qson,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109139
no,yo'q,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18282|i18284|i18436
nobility,ulkanlik|oqsuyaklar|bahaybatlik|dvoryanlar tabaqasi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112844|i62579|i81190
noble,himmatli|oliyjanob|muruvvatli|oliyhim-mat,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10585|i6999|i8704|i8711
noble,oqsuyak|zodagon|un-vonli shaxs,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i91084
nobleman,oqsuyak|zodagon|un-vonli shaxs,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i91084
nobody,faqir|shifr|notavon|e' tibori yo'q odam,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i88993
nocturnal,kechki|kechqurungi,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i16698|i3782
noise,shovqin|to'polon|shovqin-suron|bezovta qilish|tinchini buzish,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i62085|i62341|i66970|i74091|i75520|i75758
noise,sadolanmoq|ovoz chiqarmoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i32618
noisy,shovqinli|sershovqin|shovqin-suronli,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10530|i2310
nomad,ko'chmanchi|daydib yuradi-gan kishi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i91630
nomination,tayinlash,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110131|i36272|i74723
nominee,yurish qalnashchisi|saylovda nomzodi taklif etilgan shaxs,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i88791
nonchalant,tinch|beg'am|loqayd|beparvo|sovuqqon|tasodifiy|betashvish|hayajonsiz,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i3055
nondescript,irodasiz|zerikarli|qiziq emas|irodasi sust,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i9175
nonsense,bema'ni|kelishma-gan,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i8220
nonsense,jabo|karavoi|safsata|behuda gap|qalbaki narsa|hech narsaga arzimaydigan narsa,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i53937|i71183
noon,tush|peshin|choshgoh,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i116909
normal,me'yordagi,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i8725|i8744|i8750|i9436
normal,ibrat|namuna|o'rnak|qurultoy|yig'ilish|boshqarish|hukmronlik,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i66701
normally,odatan|umuman|odatdagidek|odatga ko'ra,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18813
north,shimolga|shimol to-monga,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i19821
north,shimol,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109589|i109591|i109622|i81973
northward,shimolga|shimol to-monga,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i19821
northward,shimol,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109589
nose,suvvoki gaz quvurining jo'mragi,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i56650
nose,buramoq|iskamoq|hidlamoq|hidlab ko'rmoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i28853|i32384
nostalgia,qo'msash|valanni sog'inish,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i76086
not,emas,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18280
notable,buyuk|aloqli|atoqli|shonli|mashhur|taniqli|dongdorlik|nomi chiqqan,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i14354|i7494
note,farq|qayd|yo'l|yozuv|ayirma|chiziq|banknot|tafovut|tepalik|tumshLiq|balandlik|annotatsiya|qayd qilish,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i107118|i107146|i112867|i61876|i70636|i71301|i72033|i72562|i73869
note,sezmoq|ko'rmoq|belgi qolymoq|ko'rsatib bermoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i26677|i32349
nothing,shifr|hech nima|hech narsa|biror narsa|o'qlaming g'iz-g'iz ovozi|o'qlarning g'izillab o'tishi,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109082
notice,e'lon|afisha|e' lon|plakat|kuzatish|nazo-rat|tumshLiq|bildirish|xabarnoma|amal qilish|rioya qilish,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i66882|i72183|i74415
notice,ochmoq|sezmoq|ko'rmoq|anglamoq|tushunmoq|kashf qilmoq|belgi qolymoq|ko'rsatib bermoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i26876|i26879|i32349|i32526
notion,o'y|fikr|g'oya|niyal|ishonch|maq-sad|injiqlik|ishonish|mulohaza|xarxasha|lushuncha,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i56645|i67546|i67929|i67943
notorious,badnom|yomon ot chiqargan|salbiy jihatdan mashhur|yomonlik bilan nomi chiqqan,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10868
nought,shifr,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i109092
nourish,boqmoq|tutib turmoq|ko'tarib turmoq|parvarish qilmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i27636
nourishment,oziq|taom|ovqat|ovqatlantirish|tirikchilik vositalari,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i76542
novel,yangi|yangi chiqqan|endigina uzilgan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i9239
novelty,bu-y um|bilaguzuk|o'yinchoq|mayda-chuyda bezak|didsizlik bilan ishlangan bezak,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i50439
